timestamp,place_id,distance_cm,est_anomalie
2026-04-18T10:28:45.799+00:00,3,7.49,0
2026-04-18T10:28:45.799+00:00,4,7.21,0
2026-04-18T10:28:45.799+00:00,5,5.89,0
2026-04-18T10:28:45.799+00:00,6,6.36,0
2026-04-18T10:28:45.799+00:00,7,7.15,0
2026-04-18T10:28:45.799+00:00,8,1.85,0
2026-04-18T10:28:47.802+00:00,1,6.38,0
2026-04-18T10:28:47.802+00:00,2,1.85,0
2026-04-18T10:28:47.802+00:00,3,7.45,0
2026-04-18T10:28:47.802+00:00,4,6.99,0
2026-04-18T10:28:47.802+00:00,5,6.21,0
2026-04-18T10:28:47.802+00:00,6,6.45,0
2026-04-18T10:28:47.802+00:00,7,7.16,0
2026-04-18T10:28:47.802+00:00,8,3.5,0
2026-04-18T10:28:49.804+00:00,1,6.38,0
2026-04-18T10:28:49.804+00:00,2,1.83,0
2026-04-18T10:28:49.804+00:00,3,7.35,0
2026-04-18T10:28:49.804+00:00,4,6.99,0
2026-04-18T10:28:49.804+00:00,5,6.19,0
2026-04-18T10:28:49.804+00:00,6,11.38,1
2026-04-18T10:28:49.804+00:00,7,7.09,0
2026-04-18T10:28:49.804+00:00,8,3.5,0
2026-04-18T10:28:51.807+00:00,1,6.38,0
2026-04-18T10:28:51.807+00:00,2,1.8,0
2026-04-18T10:28:51.807+00:00,3,7.42,0
2026-04-18T10:28:51.807+00:00,4,6.99,0
2026-04-18T10:28:51.807+00:00,5,6.02,0
2026-04-18T10:28:51.807+00:00,6,14.64,1
2026-04-18T10:28:51.807+00:00,7,7.31,0
2026-04-18T10:28:51.807+00:00,8,3.5,0
2026-04-18T10:28:53.812+00:00,1,6.38,0
2026-04-18T10:28:53.812+00:00,2,1.93,0
2026-04-18T10:28:53.812+00:00,3,7.29,0
2026-04-18T10:28:53.812+00:00,4,6.99,0
2026-04-18T10:28:53.812+00:00,5,5.95,0
2026-04-18T10:28:53.812+00:00,6,0.32,1
2026-04-18T10:28:53.812+00:00,7,7.03,0
2026-04-18T10:28:53.812+00:00,8,3.5,0
2026-04-18T10:28:55.817+00:00,1,6.38,0
2026-04-18T10:28:55.817+00:00,2,1.96,0
2026-04-18T10:28:55.817+00:00,3,7.51,0
2026-04-18T10:28:55.817+00:00,4,6.99,0
2026-04-18T10:28:55.817+00:00,5,5.88,0
2026-04-18T10:28:55.817+00:00,6,0.84,1
2026-04-18T10:28:55.817+00:00,7,7.3,0
2026-04-18T10:28:55.817+00:00,8,3.5,0
2026-04-18T10:28:57.821+00:00,1,6.38,0
2026-04-18T10:28:57.821+00:00,2,1.83,0
2026-04-18T10:28:57.821+00:00,3,7.4,0
2026-04-18T10:28:57.821+00:00,4,6.99,0
2026-04-18T10:28:57.821+00:00,5,6.11,0
2026-04-18T10:28:57.821+00:00,6,0.77,1
2026-04-18T10:28:57.821+00:00,7,7.09,0
2026-04-18T10:28:57.821+00:00,8,3.5,0
2026-04-18T10:28:59.826+00:00,1,6.38,0
2026-04-18T10:28:59.826+00:00,2,1.96,0
2026-04-18T10:28:59.826+00:00,3,7.3,0
2026-04-18T10:28:59.826+00:00,4,6.99,0
2026-04-18T10:28:59.826+00:00,5,6.18,0
2026-04-18T10:28:59.826+00:00,6,0.3,1
2026-04-18T10:28:59.826+00:00,7,7.23,0
2026-04-18T10:28:59.826+00:00,8,3.5,0
2026-04-18T10:29:01.830+00:00,1,6.38,0
2026-04-18T10:29:01.830+00:00,2,1.9,0
2026-04-18T10:29:01.830+00:00,3,7.61,0
2026-04-18T10:29:01.830+00:00,4,6.99,0
2026-04-18T10:29:01.830+00:00,5,6.23,0
2026-04-18T10:29:01.830+00:00,6,0.74,1
2026-04-18T10:29:01.830+00:00,7,7.14,0
2026-04-18T10:29:01.830+00:00,8,3.5,0
2026-04-18T10:29:03.837+00:00,1,6.38,0
2026-04-18T10:29:03.837+00:00,2,1.8,0
2026-04-18T10:29:03.837+00:00,3,7.57,0
2026-04-18T10:29:03.837+00:00,4,6.99,0
2026-04-18T10:29:03.837+00:00,5,5.97,0
2026-04-18T10:29:03.837+00:00,6,0.81,1
2026-04-18T10:29:03.837+00:00,7,6.98,0
2026-04-18T10:29:03.837+00:00,8,3.5,0
2026-04-18T10:29:05.841+00:00,1,6.38,0
2026-04-18T10:29:05.841+00:00,2,1.92,0
2026-04-18T10:29:05.841+00:00,3,3.9,0
2026-04-18T10:29:05.841+00:00,4,6.99,0
2026-04-18T10:29:05.841+00:00,5,6.15,0
2026-04-18T10:29:05.841+00:00,6,6.3,0
2026-04-18T10:29:05.841+00:00,7,6.93,0
2026-04-18T10:29:05.841+00:00,8,3.5,0
2026-04-18T10:29:07.843+00:00,1,6.38,0
2026-04-18T10:29:07.843+00:00,2,1.5,1
2026-04-18T10:29:07.843+00:00,3,3.9,0
2026-04-18T10:29:07.843+00:00,4,6.99,0
2026-04-18T10:29:07.843+00:00,5,6.04,0
2026-04-18T10:29:07.843+00:00,6,6.25,0
2026-04-18T10:29:07.843+00:00,7,6.95,0
2026-04-18T10:29:07.843+00:00,8,3.5,0
2026-04-18T10:29:09.847+00:00,1,6.38,0
2026-04-18T10:29:09.847+00:00,2,7.5,1
2026-04-18T10:29:09.847+00:00,3,3.9,0
2026-04-18T10:29:09.847+00:00,4,6.99,0
2026-04-18T10:29:09.847+00:00,5,6.09,0
2026-04-18T10:29:09.847+00:00,6,6.2,0
2026-04-18T10:29:09.847+00:00,7,7.16,0
2026-04-18T10:29:09.847+00:00,8,3.5,0
2026-04-18T10:29:11.853+00:00,1,6.38,0
2026-04-18T10:29:11.853+00:00,2,1.5,1
2026-04-18T10:29:11.853+00:00,3,3.9,0
2026-04-18T10:29:11.853+00:00,4,6.99,0
2026-04-18T10:29:11.853+00:00,5,6.13,0
2026-04-18T10:29:11.853+00:00,6,6.33,0
2026-04-18T10:29:11.853+00:00,7,7.09,0
2026-04-18T10:29:11.853+00:00,8,3.5,0
2026-04-18T10:29:13.855+00:00,1,6.38,0
2026-04-18T10:29:13.855+00:00,2,7.5,1
2026-04-18T10:29:13.855+00:00,3,3.9,0
2026-04-18T10:29:13.855+00:00,4,6.99,0
2026-04-18T10:29:13.855+00:00,5,6.12,0
2026-04-18T10:29:13.855+00:00,6,6.32,0
2026-04-18T10:29:13.855+00:00,7,7.25,0
2026-04-18T10:29:13.855+00:00,8,3.5,0
2026-04-18T10:29:15.860+00:00,1,6.38,0
2026-04-18T10:29:15.860+00:00,2,1.5,1
2026-04-18T10:29:15.860+00:00,3,3.9,0
2026-04-18T10:29:15.860+00:00,4,6.99,0
2026-04-18T10:29:15.860+00:00,5,5.94,0
2026-04-18T10:29:15.860+00:00,6,6.45,0
2026-04-18T10:29:15.860+00:00,7,7.13,0
2026-04-18T10:29:15.860+00:00,8,3.5,0
2026-04-18T10:29:17.864+00:00,1,6.38,0
2026-04-18T10:29:17.864+00:00,2,7.5,1
2026-04-18T10:29:17.864+00:00,3,3.9,0
2026-04-18T10:29:17.864+00:00,4,6.99,0
2026-04-18T10:29:17.864+00:00,5,6.05,0
2026-04-18T10:29:17.864+00:00,6,6.5,0
2026-04-18T10:29:17.864+00:00,7,7.2,0
2026-04-18T10:29:17.864+00:00,8,3.5,0
2026-04-18T10:29:19.867+00:00,1,6.38,0
2026-04-18T10:29:19.867+00:00,2,1.5,1
2026-04-18T10:29:19.867+00:00,3,3.9,0
2026-04-18T10:29:19.867+00:00,4,6.99,0
2026-04-18T10:29:19.867+00:00,5,6.25,0
2026-04-18T10:29:19.867+00:00,6,6.24,0
2026-04-18T10:29:19.867+00:00,7,2.63,0
2026-04-18T10:29:19.867+00:00,8,3.5,0
2026-04-18T10:29:21.870+00:00,1,6.38,0
2026-04-18T10:29:21.870+00:00,2,7.5,1
2026-04-18T10:29:21.870+00:00,3,3.9,0
2026-04-18T10:29:21.870+00:00,4,6.99,0
2026-04-18T10:29:21.870+00:00,5,6.19,0
2026-04-18T10:29:21.870+00:00,6,6.33,0
2026-04-18T10:29:21.870+00:00,7,2.63,0
2026-04-18T10:29:21.870+00:00,8,3.5,0
2026-04-18T10:29:23.875+00:00,1,6.38,0
2026-04-18T10:29:23.875+00:00,2,7.19,0
2026-04-18T10:29:23.875+00:00,3,3.9,0
2026-04-18T10:29:23.875+00:00,4,6.99,0
2026-04-18T10:29:23.875+00:00,5,6.09,0
2026-04-18T10:29:23.875+00:00,6,6.48,0
2026-04-18T10:29:23.875+00:00,7,2.63,0
2026-04-18T10:29:23.875+00:00,8,3.5,0
2026-04-18T10:29:25.878+00:00,1,6.38,0
2026-04-18T10:29:25.878+00:00,2,1.5,1
2026-04-18T10:29:25.878+00:00,3,3.9,0
2026-04-18T10:29:25.878+00:00,4,6.99,0
2026-04-18T10:29:25.878+00:00,5,6.23,0
2026-04-18T10:29:25.878+00:00,6,6.42,0
2026-04-18T10:29:25.878+00:00,7,2.63,0
2026-04-18T10:29:25.878+00:00,8,3.5,0
2026-04-18T10:29:27.882+00:00,1,6.38,0
2026-04-18T10:29:27.882+00:00,2,7.5,1
2026-04-18T10:29:27.882+00:00,3,3.9,0
2026-04-18T10:29:27.882+00:00,4,6.99,0
2026-04-18T10:29:27.882+00:00,5,5.97,0
2026-04-18T10:29:27.882+00:00,6,6.13,0
2026-04-18T10:29:27.882+00:00,7,2.63,0
2026-04-18T10:29:27.882+00:00,8,3.5,0
2026-04-18T10:29:29.884+00:00,1,6.36,0
2026-04-18T10:29:29.884+00:00,2,1.5,1
2026-04-18T10:29:29.884+00:00,3,3.9,0
2026-04-18T10:29:29.884+00:00,4,6.99,0
2026-04-18T10:29:29.884+00:00,5,6.06,0
2026-04-18T10:29:29.884+00:00,6,6.23,0
2026-04-18T10:29:29.884+00:00,7,2.63,0
2026-04-18T10:29:29.884+00:00,8,3.5,0
2026-04-18T10:29:31.888+00:00,1,6.14,0
2026-04-18T10:29:31.888+00:00,2,7.5,1
2026-04-18T10:29:31.888+00:00,3,3.9,0
2026-04-18T10:29:31.888+00:00,4,7.13,0
2026-04-18T10:29:31.888+00:00,5,5.88,0
2026-04-18T10:29:31.888+00:00,6,6.4,0
2026-04-18T10:29:31.888+00:00,7,2.63,0
2026-04-18T10:29:31.888+00:00,8,3.5,0
2026-04-18T10:29:33.890+00:00,1,5.04,0
2026-04-18T10:29:33.890+00:00,2,1.5,1
2026-04-18T10:29:33.890+00:00,3,3.9,0
2026-04-18T10:29:33.890+00:00,4,6.96,0
2026-04-18T10:29:33.890+00:00,5,5.92,0
2026-04-18T10:29:33.890+00:00,6,6.21,0
2026-04-18T10:29:33.890+00:00,7,2.63,0
2026-04-18T10:29:33.890+00:00,8,6.55,0
2026-04-18T10:29:35.893+00:00,1,5.04,0
2026-04-18T10:29:35.893+00:00,2,7.5,1
2026-04-18T10:29:35.893+00:00,3,3.9,0
2026-04-18T10:29:35.893+00:00,4,7.06,0
2026-04-18T10:29:35.893+00:00,5,6.06,0
2026-04-18T10:29:35.893+00:00,6,6.23,0
2026-04-18T10:29:35.893+00:00,7,2.63,0
2026-04-18T10:29:35.893+00:00,8,6.46,0
2026-04-18T10:29:37.897+00:00,1,5.04,0
2026-04-18T10:29:37.897+00:00,2,1.5,1
2026-04-18T10:29:37.897+00:00,3,3.9,0
2026-04-18T10:29:37.897+00:00,4,7.01,0
2026-04-18T10:29:37.897+00:00,5,6.21,0
2026-04-18T10:29:37.897+00:00,6,6.46,0
2026-04-18T10:29:37.897+00:00,7,2.63,0
2026-04-18T10:29:37.897+00:00,8,6.59,0
2026-04-18T10:29:39.899+00:00,1,5.04,0
2026-04-18T10:29:39.899+00:00,2,2.69,0
2026-04-18T10:29:39.899+00:00,3,3.9,0
2026-04-18T10:29:39.899+00:00,4,6.87,0
2026-04-18T10:29:39.899+00:00,5,6.26,0
2026-04-18T10:29:39.899+00:00,6,6.35,0
2026-04-18T10:29:39.899+00:00,7,2.63,0
2026-04-18T10:29:39.899+00:00,8,6.45,0
2026-04-18T10:29:41.900+00:00,1,5.04,0
2026-04-18T10:29:41.900+00:00,2,2.6,0
2026-04-18T10:29:41.900+00:00,3,3.9,0
2026-04-18T10:29:41.900+00:00,4,6.77,0
2026-04-18T10:29:41.900+00:00,5,5.96,0
2026-04-18T10:29:41.900+00:00,6,6.46,0
2026-04-18T10:29:41.900+00:00,7,2.63,0
2026-04-18T10:29:41.900+00:00,8,6.39,0
2026-04-18T10:29:43.903+00:00,1,5.04,0
2026-04-18T10:29:43.903+00:00,2,2.58,0
2026-04-18T10:29:43.903+00:00,3,3.9,0
2026-04-18T10:29:43.903+00:00,4,6.89,0
2026-04-18T10:29:43.903+00:00,5,5.97,0
2026-04-18T10:29:43.903+00:00,6,6.41,0
2026-04-18T10:29:43.903+00:00,7,2.63,0
2026-04-18T10:29:43.903+00:00,8,6.66,0
2026-04-18T10:29:45.906+00:00,1,5.04,0
2026-04-18T10:29:45.906+00:00,2,2.66,0
2026-04-18T10:29:45.906+00:00,3,3.9,0
2026-04-18T10:29:45.906+00:00,4,7.1,0
2026-04-18T10:29:45.906+00:00,5,5.98,0
2026-04-18T10:29:45.906+00:00,6,6.15,0
2026-04-18T10:29:45.906+00:00,7,2.63,0
2026-04-18T10:29:45.906+00:00,8,6.7,0
2026-04-18T10:29:47.908+00:00,1,5.04,0
2026-04-18T10:29:47.908+00:00,2,2.61,0
2026-04-18T10:29:47.908+00:00,3,3.9,0
2026-04-18T10:29:47.908+00:00,4,6.83,0
2026-04-18T10:29:47.908+00:00,5,2.62,0
2026-04-18T10:29:47.908+00:00,6,6.37,0
2026-04-18T10:29:47.908+00:00,7,2.63,0
2026-04-18T10:29:47.908+00:00,8,6.71,0
2026-04-18T10:29:49.911+00:00,1,5.04,0
2026-04-18T10:29:49.911+00:00,2,2.56,0
2026-04-18T10:29:49.911+00:00,3,3.9,0
2026-04-18T10:29:49.911+00:00,4,7.1,0
2026-04-18T10:29:49.911+00:00,5,2.62,0
2026-04-18T10:29:49.911+00:00,6,6.19,0
2026-04-18T10:29:49.911+00:00,7,2.63,0
2026-04-18T10:29:49.911+00:00,8,6.48,0
2026-04-18T10:29:51.913+00:00,1,5.04,0
2026-04-18T10:29:51.913+00:00,2,2.64,0
2026-04-18T10:29:51.913+00:00,3,3.9,0
2026-04-18T10:29:51.913+00:00,4,6.83,0
2026-04-18T10:29:51.913+00:00,5,2.62,0
2026-04-18T10:29:51.913+00:00,6,6.21,0
2026-04-18T10:29:51.913+00:00,7,2.63,0
2026-04-18T10:29:51.913+00:00,8,6.41,0
2026-04-18T10:29:53.916+00:00,1,5.04,0
2026-04-18T10:29:53.916+00:00,2,2.56,0
2026-04-18T10:29:53.916+00:00,3,1.85,0
2026-04-18T10:29:53.916+00:00,4,6.8,0
2026-04-18T10:29:53.916+00:00,5,2.62,0
2026-04-18T10:29:53.916+00:00,6,6.14,0
2026-04-18T10:29:53.916+00:00,7,2.63,0
2026-04-18T10:29:53.916+00:00,8,6.43,0
2026-04-18T10:29:55.919+00:00,1,5.04,0
2026-04-18T10:29:55.919+00:00,2,2.62,0
2026-04-18T10:29:55.919+00:00,3,1.85,0
2026-04-18T10:29:55.919+00:00,4,7.12,0
2026-04-18T10:29:55.919+00:00,5,2.62,0
2026-04-18T10:29:55.919+00:00,6,5.76,0
2026-04-18T10:29:55.919+00:00,7,2.63,0
2026-04-18T10:29:55.919+00:00,8,6.5,0
2026-04-18T10:29:57.922+00:00,1,5.04,0
2026-04-18T10:29:57.922+00:00,2,2.55,0
2026-04-18T10:29:57.922+00:00,3,1.84,0
2026-04-18T10:29:57.922+00:00,4,6.98,0
2026-04-18T10:29:57.922+00:00,5,2.62,0
2026-04-18T10:29:57.922+00:00,6,4.72,0
2026-04-18T10:29:57.922+00:00,7,2.63,0
2026-04-18T10:29:57.922+00:00,8,6.69,0
2026-04-18T10:29:59.925+00:00,1,5.04,0
2026-04-18T10:29:59.925+00:00,2,2.57,0
2026-04-18T10:29:59.925+00:00,3,1.82,0
2026-04-18T10:29:59.925+00:00,4,6.78,0
2026-04-18T10:29:59.925+00:00,5,2.62,0
2026-04-18T10:29:59.925+00:00,6,3.75,0
2026-04-18T10:29:59.925+00:00,7,2.63,0
2026-04-18T10:29:59.925+00:00,8,6.6,0
2026-04-18T10:30:01.927+00:00,1,5.04,0
2026-04-18T10:30:01.927+00:00,2,2.62,0
2026-04-18T10:30:01.927+00:00,3,1.77,0
2026-04-18T10:30:01.927+00:00,4,6.96,0
2026-04-18T10:30:01.927+00:00,5,2.62,0
2026-04-18T10:30:01.927+00:00,6,2.8,0
2026-04-18T10:30:01.927+00:00,7,2.63,0
2026-04-18T10:30:01.927+00:00,8,6.63,0
2026-04-18T10:30:03.929+00:00,1,5.04,0
2026-04-18T10:30:03.929+00:00,2,2.65,0
2026-04-18T10:30:03.929+00:00,3,1.84,0
2026-04-18T10:30:03.929+00:00,4,6.88,0
2026-04-18T10:30:03.929+00:00,5,2.62,0
2026-04-18T10:30:03.929+00:00,6,1.77,0
2026-04-18T10:30:03.929+00:00,7,1.46,0
2026-04-18T10:30:03.929+00:00,8,6.52,0
2026-04-18T10:30:05.931+00:00,1,5.04,0
2026-04-18T10:30:05.931+00:00,2,2.66,0
2026-04-18T10:30:05.931+00:00,3,1.79,0
2026-04-18T10:30:05.931+00:00,4,6.98,0
2026-04-18T10:30:05.931+00:00,5,2.62,0
2026-04-18T10:30:05.931+00:00,6,1.67,0
2026-04-18T10:30:05.931+00:00,7,1.47,0
2026-04-18T10:30:05.931+00:00,8,6.53,0
2026-04-18T10:30:07.934+00:00,1,5.04,0
2026-04-18T10:30:07.934+00:00,2,2.64,0
2026-04-18T10:30:07.934+00:00,3,1.86,0
2026-04-18T10:30:07.934+00:00,4,6.75,0
2026-04-18T10:30:07.934+00:00,5,2.62,0
2026-04-18T10:30:07.934+00:00,6,1.84,0
2026-04-18T10:30:07.934+00:00,7,1.52,0
2026-04-18T10:30:07.934+00:00,8,6.45,0
2026-04-18T10:30:09.937+00:00,1,5.04,0
2026-04-18T10:30:09.937+00:00,2,2.7,0
2026-04-18T10:30:09.937+00:00,3,1.92,0
2026-04-18T10:30:09.937+00:00,4,6.83,0
2026-04-18T10:30:09.937+00:00,5,2.62,0
2026-04-18T10:30:09.937+00:00,6,1.82,0
2026-04-18T10:30:09.937+00:00,7,1.55,0
2026-04-18T10:30:09.937+00:00,8,6.7,0
2026-04-18T10:30:11.939+00:00,1,5.04,0
2026-04-18T10:30:11.939+00:00,2,2.53,0
2026-04-18T10:30:11.939+00:00,3,1.89,0
2026-04-18T10:30:11.939+00:00,4,6.94,0
2026-04-18T10:30:11.939+00:00,5,2.62,0
2026-04-18T10:30:11.939+00:00,6,1.84,0
2026-04-18T10:30:11.939+00:00,7,1.52,0
2026-04-18T10:30:11.939+00:00,8,6.65,0
2026-04-18T10:30:13.942+00:00,1,5.04,0
2026-04-18T10:30:13.942+00:00,2,2.71,0
2026-04-18T10:30:13.942+00:00,3,1.91,0
2026-04-18T10:30:13.942+00:00,4,6.77,0
2026-04-18T10:30:13.942+00:00,5,2.62,0
2026-04-18T10:30:13.942+00:00,6,1.74,0
2026-04-18T10:30:13.942+00:00,7,1.59,0
2026-04-18T10:30:13.942+00:00,8,6.65,0
2026-04-18T10:30:15.945+00:00,1,5.04,0
2026-04-18T10:30:15.945+00:00,2,2.59,0
2026-04-18T10:30:15.945+00:00,3,1.91,0
2026-04-18T10:30:15.945+00:00,4,7.02,0
2026-04-18T10:30:15.945+00:00,5,2.62,0
2026-04-18T10:30:15.945+00:00,6,1.83,0
2026-04-18T10:30:15.945+00:00,7,1.63,0
2026-04-18T10:30:15.945+00:00,8,6.37,0
2026-04-18T10:30:17.948+00:00,1,5.04,0
2026-04-18T10:30:17.948+00:00,2,2.62,0
2026-04-18T10:30:17.948+00:00,3,1.76,0
2026-04-18T10:30:17.948+00:00,4,6.78,0
2026-04-18T10:30:17.948+00:00,5,2.62,0
2026-04-18T10:30:17.948+00:00,6,1.75,0
2026-04-18T10:30:17.948+00:00,7,1.58,0
2026-04-18T10:30:17.948+00:00,8,6.4,0
2026-04-18T10:30:19.951+00:00,1,5.04,0
2026-04-18T10:30:19.951+00:00,2,2.67,0
2026-04-18T10:30:19.951+00:00,3,1.78,0
2026-04-18T10:30:19.951+00:00,4,7.07,0
2026-04-18T10:30:19.951+00:00,5,2.62,0
2026-04-18T10:30:19.951+00:00,6,1.75,0
2026-04-18T10:30:19.951+00:00,7,1.6,0
2026-04-18T10:30:19.951+00:00,8,6.35,0
2026-04-18T10:30:21.954+00:00,1,5.04,0
2026-04-18T10:30:21.954+00:00,2,2.61,0
2026-04-18T10:30:21.954+00:00,3,1.82,0
2026-04-18T10:30:21.954+00:00,4,7.09,0
2026-04-18T10:30:21.954+00:00,5,2.62,0
2026-04-18T10:30:21.954+00:00,6,13.28,1
2026-04-18T10:30:21.954+00:00,7,1.5,0
2026-04-18T10:30:21.954+00:00,8,6.39,0
2026-04-18T10:30:23.956+00:00,1,1.64,0
2026-04-18T10:30:23.956+00:00,2,2.6,0
2026-04-18T10:30:23.956+00:00,3,1.79,0
2026-04-18T10:30:23.956+00:00,4,7.0,0
2026-04-18T10:30:23.956+00:00,5,2.62,0
2026-04-18T10:30:23.956+00:00,6,12.92,1
2026-04-18T10:30:23.956+00:00,7,1.44,0
2026-04-18T10:30:23.956+00:00,8,6.5,0
2026-04-18T10:30:25.958+00:00,1,1.53,0
2026-04-18T10:30:25.958+00:00,2,2.6,0
2026-04-18T10:30:25.958+00:00,3,1.73,0
2026-04-18T10:30:25.958+00:00,4,6.84,0
2026-04-18T10:30:25.958+00:00,5,2.62,0
2026-04-18T10:30:25.958+00:00,6,14.09,1
2026-04-18T10:30:25.958+00:00,7,1.58,0
2026-04-18T10:30:25.958+00:00,8,6.4,0
2026-04-18T10:30:27.962+00:00,1,1.57,0
2026-04-18T10:30:27.962+00:00,2,2.58,0
2026-04-18T10:30:27.962+00:00,3,1.84,0
2026-04-18T10:30:27.962+00:00,4,7.0,0
2026-04-18T10:30:27.962+00:00,5,2.62,0
2026-04-18T10:30:27.962+00:00,6,12.24,1
2026-04-18T10:30:27.962+00:00,7,1.62,0
2026-04-18T10:30:27.962+00:00,8,6.4,0
2026-04-18T10:30:29.966+00:00,1,1.62,0
2026-04-18T10:30:29.966+00:00,2,2.58,0
2026-04-18T10:30:29.966+00:00,3,1.79,0
2026-04-18T10:30:29.966+00:00,4,6.91,0
2026-04-18T10:30:29.966+00:00,5,2.62,0
2026-04-18T10:30:29.966+00:00,6,0.88,1
2026-04-18T10:30:29.966+00:00,7,1.57,0
2026-04-18T10:30:29.966+00:00,8,6.63,0
2026-04-18T10:30:31.970+00:00,1,1.54,0
2026-04-18T10:30:31.970+00:00,2,2.59,0
2026-04-18T10:30:31.970+00:00,3,1.76,0
2026-04-18T10:30:31.970+00:00,4,6.89,0
2026-04-18T10:30:31.970+00:00,5,2.62,0
2026-04-18T10:30:31.970+00:00,6,0.25,1
2026-04-18T10:30:31.970+00:00,7,1.55,0
2026-04-18T10:30:31.970+00:00,8,6.61,0
2026-04-18T10:30:33.972+00:00,1,1.7,0
2026-04-18T10:30:33.972+00:00,2,2.66,0
2026-04-18T10:30:33.972+00:00,3,1.92,0
2026-04-18T10:30:33.972+00:00,4,7.02,0
2026-04-18T10:30:33.972+00:00,5,2.62,0
2026-04-18T10:30:33.972+00:00,6,0.39,1
2026-04-18T10:30:33.972+00:00,7,1.48,0
2026-04-18T10:30:33.972+00:00,8,6.53,0
2026-04-18T10:30:35.976+00:00,1,1.55,0
2026-04-18T10:30:35.976+00:00,2,2.66,0
2026-04-18T10:30:35.976+00:00,3,1.88,0
2026-04-18T10:30:35.976+00:00,4,7.13,0
2026-04-18T10:30:35.976+00:00,5,2.62,0
2026-04-18T10:30:35.976+00:00,6,13.86,1
2026-04-18T10:30:35.976+00:00,7,1.61,0
2026-04-18T10:30:35.976+00:00,8,6.4,0
2026-04-18T10:30:37.981+00:00,1,1.55,0
2026-04-18T10:30:37.981+00:00,2,2.63,0
2026-04-18T10:30:37.981+00:00,3,1.85,0
2026-04-18T10:30:37.981+00:00,4,6.81,0
2026-04-18T10:30:37.981+00:00,5,2.62,0
2026-04-18T10:30:37.981+00:00,6,2.32,0
2026-04-18T10:30:37.981+00:00,7,1.57,0
2026-04-18T10:30:37.981+00:00,8,6.41,0
2026-04-18T10:30:39.985+00:00,1,1.72,0
2026-04-18T10:30:39.985+00:00,2,2.68,0
2026-04-18T10:30:39.985+00:00,3,1.74,0
2026-04-18T10:30:39.985+00:00,4,6.91,0
